"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"2900","21","0","1",283,"2","22400.2172142275","6.20889101338432","13.9097988319273","2.71764705882353","5.43524257119853"
"2901","21","1","1",17,"1.2","18565.207426083","3.23164535523753","6.00805473336892","2.35887096774194","2.83058098742192"
"2902","21","1","1",273,"1.25","19615.1331393187","3.34685538315765","6.55872750740263","2.40655737704918","3.00815341465006"
"2903","21","0","1",26,"1.5","29018.1215207865","2.24421869227928","6.4966090570991","2.19895161290323","3.29833658486498"
"2904","21","0","1",20,"1.25","20394.6973786815","2.81713988813839","5.75258960491337","2.25858585858586","2.82329110668124"
"2905","21","0","0",230,"1.2","16174.6866154468","1.42566087129727","2.30230528111733","1.6916184283562","1.40968112853016"
"2906","21","1","1",267,"1.2","19721.2197641503","3.18972755435884","6.29093027772383","2.38049180327869","2.85656512947622"
"2907","21","0","0",242,"1.5","15748.7681656583","1.13091680862353","1.78898323535815","1.65589960644538","1.10397100535771"
"2908","21","0","1",3,"1.11","16986.6350437486","3.00390453287824","5.11533467775353","2.22201746654915","2.46887692453008"
"2909","21","1","1",18,"1.2","18232.2911520455","3.22671063478978","5.87311207544425","2.30410914668604","2.74991710875332"
"2910","21","0","1",19,"1.25","2.03017765310893","2.47866189427313","5.03212657548941","2.07407407407407","2.59264353361889"
"2911","21","0","0",43,"1.14","18970.6111024724","1.57969052224371","2.98862098350794","1.86308333333333","1.63019943964588"
"2912","21","1","1",286,"2","25037.808771635","4.78120581517601","11.9482180932074","2.58736547379473","5.1749726449816"
"2913","21","0","0",252,"2","14662.9232640349","1.05082941370033","1.54172625464786","1.79318050153108","1.11540972902383"
"2914","21","0","0",58,"1.25","14469.932331787","1.77612624280221","2.56153144940747","1.83467741935484","1.46769343601027"
"2915","21","1","1",2,"1.11","16920.4737732657","4.33960706620439","7.34505494505494","2.68437640702386","2.96675114651219"
"2916","21","1","1",32,"2","2274.33029609477","4.70322924170765","10.7033363390442","2.43926390493481","4.87862539981767"
"2917","21","0","0",244,"1.5","10598.8341282459","1.90437582789019","2.02471436870643","1.78314672952269","1.18879415347138"
"2918","21","1","0",249,"2","15298.1063425122","1.20630788622787","1.26876839271179","1.62802006947125","1.22844206626878"
"2919","21","0","0",220,"1.11","15106.287841251","1.87213150446331","2.82857518747533","1.83911187019641","1.66117151876535"
"2920","21","1","1",23,"1.25","15919.0403092842","4.52675514984085","7.22709734694574","2.49827368421053","3.1228011392193"
"2921","21","0","0",38,"1.11","2201.62741918689","1.24309128786928","2.73314166231051","1.80931414055885","1.63712441118712"
"2922","21","1","0",61,"1.5","17959.7701149425","1.51584739770666","2.71376446300831","2.02434491730162","1.34956338028169"
"2923","21","0","0",219,"1.11","18816.8736932727","1.61279029311994","3.04442007862434","1.86930726163617","1.68247916297216"
"2924","21","1","1",279,"1.5","22015.5520117416","4.22015196059715","9.29306535912495","2.54929450072359","3.82417863655267"
"2925","21","1","1",10,"1.14","16983.3472011672","4.03058906668013","6.85662505034233","2.53193604506669","2.89339862510594"
"2926","21","0","0",243,"1.5","17028.6309743173","1.23191975678495","2.10453737909252","1.83282724661469","1.2218459752322"
"2927","21","1","1",278,"1.5","30413.8840444085","3.21035764645558","9.76006543669908","2.63716814159292","3.95577464788732"
"2928","21","0","0",57,"1.25","15437.0938425914","1.13548209132575","1.7497886728656","1.47455089820359","1.17964357190508"
"2929","21","1","1",277,"1.5","1769.77290524667","4.76176405407402","8.45722219008504","2.53164991840591","3.79745352288705"
"2930","21","1","0",250,"2","13714.3919759185","1.27026293571342","1.08017436406776","1.45515786056327","1.37443883633043"
"2931","21","1","1",24,"1.25","19577.0447767989","3.29187896433399","6.43501313702748","2.38153695065063","2.97688049495278"
"2932","21","1","0",70,"2","13380.9631904039","1.05047547814937","1.39943321078431","1.67505882352941","1.19392339302063"
"2933","21","1","1",34,"2","2880.99717779868","3.80880713489409","10.9504041948875","2.45038480432291","4.90069060516372"
"2934","21","1","1",28,"1.5","19556.9746557573","4.39455517202984","8.60084438189764","2.46466666666667","3.69697846584195"
"2935","21","0","0",48,"1.14","16525.5112580045","2.00581623182428","3.32126195598918","1.98830107526882","1.73980010952903"
"2936","21","1","1",268,"1.2","20317.5457481163","3.09063124485718","6.28811843603695","2.36526402640264","2.83832335329341"
"2937","21","0","0",39,"1.11","19247.2198460222","1.42535673996081","2.74019668865928","1.7904133039863","1.61145229651414"
"2938","21","1","1",262,"1.14","19385.9884415616","2.94662079680391","5.71888615268043","2.30727023319616","2.6370057792863"
"2939","21","0","0",42,"1.11","15643.2054546239","1.60951162668442","2.52433975461746","1.70851323828921","1.53769854132901"
"2940","21","1","0",65,"1.5","13176.1058517411","1.57476422764228","2.08200105621969","1.79923849082728","1.19955620169868"
"2941","21","1","1",11,"1.14","20521.6961305477","2.8828125","5.92775539488934","2.36017897091723","2.6856129501637"
"2942","21","0","0",218,"1.11","15546.5199712987","1.92741033234617","2.98487167154912","1.85460046271579","1.67799627741361"
"2943","21","0","1",258,"1.11","17560.1137636818","2.90878603753854","5.10731697842006","2.21800727723156","2.46460843373494"
"2944","21","0","0",238,"1.25","14135.5525087949","1.41779600242723","2.0055111493287","1.58792307692308","1.27032321253673"
"2945","21","1","0",224,"1.14","14626.7811644805","1.55398312567448","2.27973383480399","1.61447619047619","1.41269199676637"
"2946","21","1","1",13,"1.2","25894.6385363162","2.40435572956722","6.2443422126586","2.3991935483871","2.87888900297772"
"2947","21","1","0",71,"2","1.09035359087771","1.21409543514807","1.32381141307942","1.67226086956522","1.19600203717851"
"2948","21","0","0",221,"1.11","1571.01071801391","1.44995006009717","2.27932042062534","1.611","1.44575590155701"
"2949","21","1","0",60,"1.25","16179.1764481949","1.50714834180409","2.43243243243243","1.77551020408163","1.42035858126543"
"2950","21","0","0",234,"1.2","17037.9795975586","1.24130395844528","2.11963764896761","1.60489648114619","1.34473416864206"
"2951","21","1","1",276,"1.25","19572.1438324989","3.27701455813","6.42782146107002","2.38783486686752","2.98485339381176"
"2952","21","1","0",47,"1.14","17789.6948680598","1.39245446660885","2.46953332886116","1.67404410598128","1.47119136888821"
"2953","21","1","1",31,"2","20232.6757713708","4.68894216362002","9.4901052631579","2.25950476190476","4.51912145877859"
"2954","21","0","0",233,"1.2","19621.3670741569","1.47073568846916","2.88804159445407","1.89904907454576","1.58258258258258"
"2955","21","1","1",7,"1.14","21200.6999596177","2.69353757103025","5.70473306015797","2.27608333333333","2.60122397165539"
"2956","21","1","1",4,"1.11","16571.7244950803","3.47741801481618","5.74551152661213","2.3773433100008","2.63212293057715"
"2957","21","1","0",44,"1.14","19051.1307767945","1.48492837683452","2.82055696202532","1.79318050153108","1.56894167233772"
"2958","21","1","1",255,"1.11","15981.3876628036","3.69000729394602","5.9162635794148","2.39215839724527","2.65805499169588"
"2959","21","0","0",246,"1.5","16650.26867479","1.25245461190462","2.08603528557392","1.78622789950089","1.19084443830698"
"2960","21","0","0",45,"1.14","17169.7524193742","1.79784397163121","3.09258123850399","1.93577586206897","1.70340043465853"
"2961","21","0","0",53,"1.2","1609.9356025759","1.64972432101286","2.65968438850272","1.83740048459675","1.53125717346392"
"2962","21","1","1",263,"1.14","18618.9889025894","3.30405095134466","6.14632825385884","2.41069049298534","2.74320371644873"
"2963","21","1","0",231,"1.2","16990.1989374786","1.22287288012755","2.0762331838565","1.61163177717439","1.3430529739777"
"2964","21","1","1",274,"1.25","19214.3986379667","3.4991471763359","6.72160027277377","2.45571440656459","3.06942975286085"
"2965","21","1","1",284,"2","24392.0467144652","5.91696722596832","14.4004636337294","2.84530853761623","5.69051931836168"
"2966","21","0","0",49,"1.2","1.1477891737046","2.28745920745921","2.62563144419071","1.84280449130025","1.5357191578373"
"2967","21","1","0",50,"1.2","1.25090284395847","1.39017306063173","1.73897867820017","1.47456334375715","1.22880418656092"
"2968","21","1","1",282,"1.5","18123.6306908774","4.19749296495267","7.60725394682787","2.33646525190345","3.50451165096678"
"2969","21","1","1",253,"1.11","16200.16200162","3.22664843701448","5.24229954855979","2.22083690485467","2.46751457193645"
"2970","21","1","1",15,"1.2","19961.951716192","3.72768247091297","7.41702944343023","2.55580357142857","3.06698686977775"
"2971","21","1","1",29,"1.5","22143.37166182","3.42616682880478","7.59445919845485","2.34764356435644","3.52148334909129"
"2972","21","0","0",54,"1.2","16653.5388770114","1.75533189048349","2.92098169953185","1.92162351294612","1.60990292723305"
"2973","21","1","1",254,"1.11","2.34248303201393","2.43586830340603","5.70596743685792","2.326","2.57084681108806"
"2974","21","0","1",272,"1.25","21695.2320555398","3.0763528539659","6.66122327790974","2.39990052225814","3.00001649266901"
"2975","21","1","1",269,"1.2","18208.6905113804","3.44157102560238","6.24980905341413","2.36674796747967","2.84023464458247"
"2976","21","0","0",63,"1.5","16212.7898188556","1.06730269314755","1.73546281332193","1.64901349948079","1.09938990797609"
"2977","21","1","1",6,"1.11","18906.1597853528","2.95899915119755","5.58491748485481","2.33395356362754","2.59327610872675"
"2978","21","1","1",5,"1.11","1879.12584042073","2.97820292202315","5.57836012927929","2.33214285714286","2.59874404504114"
"2979","21","1","0",248,"2","12612.293667301","1.22804944009295","1.54848075175639","1.80334284549531","1.10904165255672"
"2980","21","1","0",66,"1.5","14218.3024583239","1.12597790866288","1.60467389700457","1.57280176489127","1.04848562793389"
"2981","21","0","0",217,"1.11","17978.2948177893","1.92752490720844","3.47246314889981","1.98275862068966","1.78445496329835"
"2982","21","1","1",280,"1.5","2056.07721421182","3.748297537978","7.68196473897235","2.36788071376192","3.55186682857244"
"2983","21","1","1",14,"1.2","20479.4434080038","2.87581930912312","5.87864029420535","2.28943548387097","2.74737310469932"
"2984","21","0","1",1,"1.11","17353.7628036908","3.32304355080928","5.76316409008868","2.38563119006446","2.65060743376609"
"2985","21","1","0",68,"2","14125.9820274044","1.1411127412256","1.23870010961377","1.62256434929035","1.23253446840011"
"2986","21","1","1",25,"1.5","20613.9368138024","3.72228195135063","7.65984141322895","2.37236039418114","3.55863785898462"
"2987","21","1","1",281,"1.5","1.90698031586761","3.94101744900467","7.51517629666908","2.35834634667543","3.53769008557257"
"2988","21","1","1",256,"1.11","17032.8539747136","2.59144296909429","4.42667834848319","2.03752506445145","2.25569846955389"
"2989","21","0","0",240,"1.25","15666.5006640106","1.50500158336904","2.35591975571103","1.70112903225806","1.36092927737133"
"2990","21","0","0",41,"1.11","18681.739796896","1.30739791728261","2.4493007336887","1.66569366739642","1.49480510886109"
"2991","21","1","1",285,"2","24862.0080371523","3.90412131007273","9.70417719637283","2.27483415903938","4.5496294496416"
"2992","21","1","1",257,"1.11","18434.8173731496","3.12701494724502","5.77220391391025","2.35045599812924","2.61909825606125"
"2993","21","1","1",287,"2","21411.8434258949","5.90381640020629","12.6558343518585","2.61717769410077","5.23456193884047"
"2994","21","0","0",226,"1.14","15924.1431725236","1.47552155771905","2.34206615532119","1.66473469387755","1.45659764514819"
"2995","21","1","1",270,"1.2","1903.22982633028","3.31236384653003","6.31881138252329","2.38486140724947","2.84665263157895"
"2996","21","0","0",232,"1.2","17120.8275465734","1.71859014785229","2.93352722391566","1.93243359408579","1.61036118205035"
"2997","21","0","1",33,"2","20127.9562935806","4.21726384364821","8.49549233110877","2.13940436994912","4.27903250254434"
"2998","21","1","1",275,"1.25","20971.0812796367","3.28782100177981","6.88503990490745","2.44488421052632","3.05612330373597"
"2999","21","0","0",37,"1.11","11693.8950988822","2.70168801969951","3.17281728172817","1.89546218487395","1.70589808746824"
"3000","21","0","0",46,"1.14","16652.1379556986","1.66570061333154","2.78020488098825","1.79004239049123","1.56626705250103"
"3001","21","1","1",36,"2","25139.4935311791","3.71361152508694","9.34587267742918","2.26076499340523","4.52150648281539"
"3002","21","0","0",245,"1.5","16086.8690931028","1.33094511883073","2.14190389531609","1.83456095340561","1.22296209571199"
"3003","21","1","0",62,"1.5","12941.1908337301","1.16186830015314","1.50883425259419","1.49996173567001","1"
"3004","21","1","1",21,"1.25","23741.4103282508","2.97629186011373","7.08648977111606","2.48776371308017","3.10975609756098"
"3005","21","0","0",223,"1.14","20830.233596191","1.47149198862454","3.06578947368421","2.00692682926829","1.756104188502"
"3006","21","1","1",265,"1.2","19846.8422924975","4.88945745992602","9.68994216717265","2.97979797979798","3.57565429875892"
"3007","21","0","0",222,"1.11","15923.896184469","2.35500757680121","3.75442178485791","2.09766590389016","1.887828683808"
"3008","21","1","0",64,"1.5","12753.0342494623","2.10012867559453","2.67087303631213","2.03006219765031","1.35338721773186"
"3009","21","1","1",12,"1.14","20433.6746958988","2.79339220195566","5.70741279989871","2.33402905996628","2.66751843469373"
"3010","21","1","1",27,"1.5","19722.2994348039","5.4791713076409","10.7967211181223","2.73649985863726","4.10472635157656"
"3011","21","0","0",239,"1.25","14652.4372656475","1.83810018593459","2.70339758351998","1.875","1.50004822996045"
"3012","21","1","1",260,"1.14","19807.8905953221","2.95787592545315","5.87163589761352","2.33113931985582","2.66417245679672"
"3013","21","0","0",52,"1.2","17414.6980051163","1.33340224514689","2.31806331471136","1.69728082136841","1.4143829787234"
"3014","21","0","0",225,"1.14","18368.9870269029","1.56163051406035","2.87201929703653","1.81975945017182","1.60140013126231"
"3015","21","0","0",235,"1.25","20297.4499022032","1.01943480922261","1.99169013434283","1.56576200417537","1.25258011058789"
"3016","21","0","0",228,"1.14","15758.2499073044","1.64839858852927","2.59272784182795","1.73853281853282","1.52129293922448"
"3017","21","1","1",30,"1.5","20296.3994907886","3.99066335366313","8.0964581763376","2.3853591160221","3.57813587983686"
"3018","21","0","0",40,"1.11","15276.2941777793","1.81325900443487","2.77070291114232","1.76794296699776","1.59689093600921"
"3019","21","0","0",55,"1.25","1564.33881569505","1.02555625826482","1.52667149408641","1.37565491997416","1.10048888956579"
"3020","21","0","0",237,"1.25","15998.2791766936","1.51114338886115","2.42172387490465","1.75081433224756","1.40066565056456"
